Year;Country;Region;Indicator;Gender;Cause;Dim2ValueCode;ValueNumeric;ValueLow;ValueHigh;Value
2016;Costa Rica;Americas;Ambient air pollution attributable deaths;Both sexes;Stroke;ENVCAUSE114;167.8;105.6;289.0;167.8 [105.6 – 289]
2016;Bhutan;South-East Asia;Ambient air pollution attributable deaths;Both sexes;Ischaemic heart disease;ENVCAUSE113;169.0;144.7;192.0;169 [144.7 – 192]
2016;Eswatini;Africa;Ambient air pollution attributable deaths;Male;Total;ENVCAUSE000;169.8;125.5;221.8;169.8 [125.5 – 221.8]
2016;Turkey;Europe;Ambient air pollution attributable deaths;Both sexes;Ischaemic heart disease;ENVCAUSE113;17331.0;13882.0;20926.0;17,331 [13,882 – 20,926]
2016;Indonesia;South-East Asia;Ambient air pollution attributable deaths;Male;Stroke;ENVCAUSE114;17568.0;13209.0;22470.0;17,568 [13,209 – 22,470]
2016;Comoros;Africa;Ambient air pollution attributable deaths;Male;Stroke;ENVCAUSE114;17.55;13.72;21.71;17.55 [13.72 – 21.71]
2016;Côte d’Ivoire;Africa;Ambient air pollution attributable deaths;Male;Trachea, bronchus, lung cancers;ENVCAUSE068;17.57;9.78;26.62;17.57 [9.78 – 26.62]
2016;Barbados;Americas;Ambient air pollution attributable deaths;Male;Stroke;ENVCAUSE114;17.97;12.85;25.46;17.97 [12.85 – 25.46]
2016;Seychelles;Africa;Ambient air pollution attributable deaths;Both sexes;Ischaemic heart disease;ENVCAUSE113;17.97;14.25;21.38;17.97 [14.25 – 21.38]
2016;Somalia;Eastern Mediterranean;Ambient air pollution attributable deaths;Male;Chronic obstructive pulmonary disease;ENVCAUSE118;172.9;95.68;264.6;172.9 [95.68 – 264.6]
2016;Sweden;Europe;Ambient air pollution attributable deaths;Female;Stroke;ENVCAUSE114;174.1;45.51;584.7;174.1 [45.51 – 584.7]
2016;China;Western Pacific;Ambient air pollution attributable deaths;Male;Stroke;ENVCAUSE114;175203.0;141395.0;215531.0;175,203 [141,395 – 215,531]
2016;Montenegro;Europe;Ambient air pollution attributable deaths;Both sexes;Stroke;ENVCAUSE114;175.2;108.2;293.6;175.2 [108.2 – 293.6]
2016;Croatia;Europe;Ambient air pollution attributable deaths;Male;Chronic obstructive pulmonary disease;ENVCAUSE118;176.5;82.21;294.2;176.5 [82.21 – 294.2]
2016;Israel;Europe;Ambient air pollution attributable deaths;Male;Chronic obstructive pulmonary disease;ENVCAUSE118;177.2;86.53;290.3;177.2 [86.53 – 290.3]
2016;Libya;Eastern Mediterranean;Ambient air pollution attributable deaths;Female;Stroke;ENVCAUSE114;177.4;140.9;224.0;177.4 [140.9 – 224]
2016;China;Western Pacific;Ambient air pollution attributable deaths;Male;Ischaemic heart disease;ENVCAUSE113;178167.0;142762.0;213023.0;178,167 [142,762 – 213,023]
2016;Liberia;Africa;Ambient air pollution attributable deaths;Male;Ischaemic heart disease;ENVCAUSE113;178.1;141.4;213.9;178.1 [141.4 – 213.9]
2016;Peru;Americas;Ambient air pollution attributable deaths;Female;Trachea, bronchus, lung cancers;ENVCAUSE068;179.9;100.7;272.0;179.9 [100.7 – 272]
2016;Lithuania;Europe;Ambient air pollution attributable deaths;Female;Trachea, bronchus, lung cancers;ENVCAUSE068;18.39;8.72;31.13;18.39 [8.72 – 31.13]
2016;Madagascar;Africa;Ambient air pollution attributable deaths;Female;Trachea, bronchus, lung cancers;ENVCAUSE068;18.53;10.06;28.61;18.53 [10.06 – 28.61]
2016;Qatar;Eastern Mediterranean;Ambient air pollution attributable deaths;Male;Ischaemic heart disease;ENVCAUSE113;180.3;155.6;206.2;180.3 [155.6 – 206.2]
2016;Lithuania;Europe;Ambient air pollution attributable deaths;Male;Stroke;ENVCAUSE114;181.1;115.4;309.4;181.1 [115.4 – 309.4]
2016;Djibouti;Eastern Mediterranean;Ambient air pollution attributable deaths;Female;Total;ENVCAUSE000;182.5;157.6;209.9;182.5 [157.6 – 209.9]
2016;Ireland;Europe;Ambient air pollution attributable deaths;Both sexes;Chronic obstructive pulmonary disease;ENVCAUSE118;186.9;53.44;363.4;186.9 [53.44 – 363.4]
2016;Eritrea;Africa;Ambient air pollution attributable deaths;Both sexes;Chronic obstructive pulmonary disease;ENVCAUSE118;188.4;109.5;274.3;188.4 [109.5 – 274.3]
2016;Eritrea;Africa;Ambient air pollution attributable deaths;Male;Stroke;ENVCAUSE114;188.4;157.2;223.4;188.4 [157.2 – 223.4]
2016;Papua New Guinea;Western Pacific;Ambient air pollution attributable deaths;Both sexes;Chronic obstructive pulmonary disease;ENVCAUSE118;188.9;70.87;340.8;188.9 [70.87 – 340.8]
2016;Slovakia;Europe;Ambient air pollution attributable deaths;Both sexes;Chronic obstructive pulmonary disease;ENVCAUSE118;189.4;88.85;314.4;189.4 [88.85 – 314.4]
2016;Germany;Europe;Ambient air pollution attributable deaths;Male;Total;ENVCAUSE000;19111.0;14759.0;23830.0;19,111 [14,759 – 23,830]
2016;Malta;Europe;Ambient air pollution attributable deaths;Both sexes;Chronic obstructive pulmonary disease;ENVCAUSE118;19.57;7.89;34.05;19.57 [7.89 – 34.05]
2016;Zimbabwe;Africa;Ambient air pollution attributable deaths;Male;Trachea, bronchus, lung cancers;ENVCAUSE068;19.58;10.48;30.54;19.58 [10.48 – 30.54]
2016;Samoa;Western Pacific;Ambient air pollution attributable deaths;Both sexes;Ischaemic heart disease;ENVCAUSE113;19.62;14.76;24.2;19.62 [14.76 – 24.2]
2016;Tunisia;Eastern Mediterranean;Ambient air pollution attributable deaths;Female;Trachea, bronchus, lung cancers;ENVCAUSE068;19.73;12.02;28.27;19.73 [12.02 – 28.27]
2016;Central African Republic;Africa;Ambient air pollution attributable deaths;Both sexes;Chronic obstructive pulmonary disease;ENVCAUSE118;192.4;113.0;278.2;192.4 [113 – 278.2]
2016;Guinea-Bissau;Africa;Ambient air pollution attributable deaths;Male;Lower respiratory infections;ENVCAUSE039;197.3;123.5;277.5;197.3 [123.5 – 277.5]
2016;Mexico;Americas;Ambient air pollution attributable deaths;Female;Stroke;ENVCAUSE114;2026.0;1361.0;3169.0;2,026 [1,361 – 3,169]
2016;Germany;Europe;Ambient air pollution attributable deaths;Male;Stroke;ENVCAUSE114;2040.0;1156.0;3936.0;2,040 [1,156 – 3,936]
2016;Ukraine;Europe;Ambient air pollution attributable deaths;Both sexes;Chronic obstructive pulmonary disease;ENVCAUSE118;2060.0;1019.0;3362.0;2,060 [1,019 – 3,362]
2016;Republic of Korea;Western Pacific;Ambient air pollution attributable deaths;Male;Ischaemic heart disease;ENVCAUSE113;2067.0;1655.0;2450.0;2,067 [1,655 – 2,450]
2016;Viet Nam;Western Pacific;Ambient air pollution attributable deaths;Female;Chronic obstructive pulmonary disease;ENVCAUSE118;2069.0;1140.0;3177.0;2,069 [1,140 – 3,177]
2016;Tunisia;Eastern Mediterranean;Ambient air pollution attributable deaths;Male;Ischaemic heart disease;ENVCAUSE113;2117.0;1701.0;2520.0;2,117 [1,701 – 2,520]
2016;Belgium;Europe;Ambient air pollution attributable deaths;Female;Total;ENVCAUSE000;2118.0;1562.0;2853.0;2,118 [1,562 – 2,853]
2016;Azerbaijan;Europe;Ambient air pollution attributable deaths;Female;Total;ENVCAUSE000;2121.0;1697.0;2545.0;2,121 [1,697 – 2,545]
2016;Viet Nam;Western Pacific;Ambient air pollution attributable deaths;Male;Lower respiratory infections;ENVCAUSE039;2155.0;1458.0;2913.0;2,155 [1,458 – 2,913]
2016;Armenia;Europe;Ambient air pollution attributable deaths;Both sexes;Total;ENVCAUSE000;2192.0;1780.0;2607.0;2,192 [1,780 – 2,607]
2016;Viet Nam;Western Pacific;Ambient air pollution attributable deaths;Male;Trachea, bronchus, lung cancers;ENVCAUSE068;2197.0;1281.0;3235.0;2,197 [1,281 – 3,235]
2016;Italy;Europe;Ambient air pollution attributable deaths;Female;Chronic obstructive pulmonary disease;ENVCAUSE118;2207.0;990.3;3714.0;2,207 [990.3 – 3,714]
2016;Democratic People's Republic of Korea;South-East Asia;Ambient air pollution attributable deaths;Both sexes;Trachea, bronchus, lung cancers;ENVCAUSE068;2283.0;1347.0;3333.0;2,283 [1,347 – 3,333]
2016;Ethiopia;Africa;Ambient air pollution attributable deaths;Male;Stroke;ENVCAUSE114;2291.0;1868.0;2776.0;2,291 [1,868 – 2,776]
2016;Italy;Europe;Ambient air pollution attributable deaths;Male;Stroke;ENVCAUSE114;2295.0;1157.0;4592.0;2,295 [1,157 – 4,592]
2016;Niger;Africa;Ambient air pollution attributable deaths;Both sexes;Ischaemic heart disease;ENVCAUSE113;2338.0;1991.0;2697.0;2,338 [1,991 – 2,697]
2016;Republic of Moldova;Europe;Ambient air pollution attributable deaths;Both sexes;Ischaemic heart disease;ENVCAUSE113;2344.0;1709.0;2984.0;2,344 [1,709 – 2,984]
2016;Mexico;Americas;Ambient air pollution attributable deaths;Female;Chronic obstructive pulmonary disease;ENVCAUSE118;2395.0;1227.0;3874.0;2,395 [1,227 – 3,874]
2016;Bangladesh;South-East Asia;Ambient air pollution attributable deaths;Male;Trachea, bronchus, lung cancers;ENVCAUSE068;2557.0;1689.0;3432.0;2,557 [1,689 – 3,432]
2016;Netherlands;Europe;Ambient air pollution attributable deaths;Female;Total;ENVCAUSE000;2580.0;1898.0;3499.0;2,580 [1,898 – 3,499]
2016;United States of America;Americas;Ambient air pollution attributable deaths;Female;Trachea, bronchus, lung cancers;ENVCAUSE068;2588.0;927.5;5080.0;2,588 [927.5 – 5,080]
2016;Senegal;Africa;Ambient air pollution attributable deaths;Female;Total;ENVCAUSE000;2597.0;2240.0;2995.0;2,597 [2,240 – 2,995]
2016;Benin;Africa;Ambient air pollution attributable deaths;Female;Total;ENVCAUSE000;2631.0;2180.0;3111.0;2,631 [2,180 – 3,111]
2016;Hungary;Europe;Ambient air pollution attributable deaths;Female;Ischaemic heart disease;ENVCAUSE113;2647.0;1706.0;3669.0;2,647 [1,706 – 3,669]
2016;Democratic Republic of the Congo;Africa;Ambient air pollution attributable deaths;Male;Ischaemic heart disease;ENVCAUSE113;2696.0;2272.0;3116.0;2,696 [2,272 – 3,116]
2016;Myanmar;South-East Asia;Ambient air pollution attributable deaths;Male;Lower respiratory infections;ENVCAUSE039;2710.0;1938.0;3529.0;2,710 [1,938 – 3,529]
2016;Iran (Islamic Republic of);Eastern Mediterranean;Ambient air pollution attributable deaths;Both sexes;Lower respiratory infections;ENVCAUSE039;2727.0;1998.0;3496.0;2,727 [1,998 – 3,496]
2016;Netherlands;Europe;Ambient air pollution attributable deaths;Male;Total;ENVCAUSE000;2739.0;2097.0;3463.0;2,739 [2,097 – 3,463]
2016;Mozambique;Africa;Ambient air pollution attributable deaths;Male;Total;ENVCAUSE000;2755.0;1994.0;3576.0;2,755 [1,994 – 3,576]
2016;Philippines;Western Pacific;Ambient air pollution attributable deaths;Male;Chronic obstructive pulmonary disease;ENVCAUSE118;2793.0;1324.0;4638.0;2,793 [1,324 – 4,638]
2016;France;Europe;Ambient air pollution attributable deaths;Both sexes;Stroke;ENVCAUSE114;2829.0;1244.0;6455.0;2,829 [1,244 – 6,455]
2016;Georgia;Europe;Ambient air pollution attributable deaths;Both sexes;Ischaemic heart disease;ENVCAUSE113;2868.0;2114.0;3615.0;2,868 [2,114 – 3,615]
2016;Venezuela (Bolivarian Republic of);Americas;Ambient air pollution attributable deaths;Male;Ischaemic heart disease;ENVCAUSE113;2883.0;2273.0;3420.0;2,883 [2,273 – 3,420]
2016;Kazakhstan;Europe;Ambient air pollution attributable deaths;Male;Ischaemic heart disease;ENVCAUSE113;2920.0;2270.0;3544.0;2,920 [2,270 – 3,544]
2016;Myanmar;South-East Asia;Ambient air pollution attributable deaths;Male;Ischaemic heart disease;ENVCAUSE113;2935.0;2454.0;3409.0;2,935 [2,454 – 3,409]
2016;Czechia;Europe;Ambient air pollution attributable deaths;Female;Total;ENVCAUSE000;2960.0;2174.0;3907.0;2,960 [2,174 – 3,907]
2016;Slovakia;Europe;Ambient air pollution attributable deaths;Both sexes;Total;ENVCAUSE000;2974.0;2386.0;3612.0;2,974 [2,386 – 3,612]
2016;Poland;Europe;Ambient air pollution attributable deaths;Both sexes;Lower respiratory infections;ENVCAUSE039;2995.0;1675.0;4534.0;2,995 [1,675 – 4,534]
2016;Kiribati;Western Pacific;Ambient air pollution attributable deaths;Both sexes;Chronic obstructive pulmonary disease;ENVCAUSE118;2.3;0.87;4.14;2.3 [0.87 – 4.14]
2016;Samoa;Western Pacific;Ambient air pollution attributable deaths;Female;Lower respiratory infections;ENVCAUSE039;2.39;0.77;4.7;2.39 [0.77 – 4.7]
2016;Seychelles;Africa;Ambient air pollution attributable deaths;Female;Stroke;ENVCAUSE114;2.4;1.64;3.73;2.4 [1.64 – 3.73]
2016;Barbados;Americas;Ambient air pollution attributable deaths;Female;Trachea, bronchus, lung cancers;ENVCAUSE068;2.46;1.35;3.76;2.46 [1.35 – 3.76]
2016;Guinea-Bissau;Africa;Ambient air pollution attributable deaths;Both sexes;Trachea, bronchus, lung cancers;ENVCAUSE068;2.51;1.42;3.76;2.51 [1.42 – 3.76]
2016;Saint Lucia;Americas;Ambient air pollution attributable deaths;Female;Chronic obstructive pulmonary disease;ENVCAUSE118;2.56;1.32;4.11;2.56 [1.32 – 4.11]
2016;Kiribati;Western Pacific;Ambient air pollution attributable deaths;Male;Lower respiratory infections;ENVCAUSE039;2.77;0.92;5.39;2.77 [0.92 – 5.39]
2016;Togo;Africa;Ambient air pollution attributable deaths;Female;Trachea, bronchus, lung cancers;ENVCAUSE068;2.79;1.65;4.07;2.79 [1.65 – 4.07]
2016;India;South-East Asia;Ambient air pollution attributable deaths;Male;Trachea, bronchus, lung cancers;ENVCAUSE068;20105.0;14400.0;25727.0;20,105 [14,400 – 25,727]
2016;Pakistan;Eastern Mediterranean;Ambient air pollution attributable deaths;Both sexes;Stroke;ENVCAUSE114;20767.0;17131.0;24940.0;20,767 [17,131 – 24,940]
2016;Brunei Darussalam;Western Pacific;Ambient air pollution attributable deaths;Both sexes;Ischaemic heart disease;ENVCAUSE113;20.74;14.16;27.79;20.74 [14.16 – 27.79]
2016;Denmark;Europe;Ambient air pollution attributable deaths;Both sexes;Lower respiratory infections;ENVCAUSE039;204.5;59.56;417.6;204.5 [59.56 – 417.6]
2016;Honduras;Americas;Ambient air pollution attributable deaths;Both sexes;Stroke;ENVCAUSE114;207.8;158.1;284.4;207.8 [158.1 – 284.4]
2016;Saint Vincent and the Grenadines;Americas;Ambient air pollution attributable deaths;Female;Total;ENVCAUSE000;21.1;17.17;25.77;21.1 [17.17 – 25.77]
2016;Guinea-Bissau;Africa;Ambient air pollution attributable deaths;Male;Chronic obstructive pulmonary disease;ENVCAUSE118;21.43;11.65;33.4;21.43 [11.65 – 33.4]
2016;Trinidad and Tobago;Americas;Ambient air pollution attributable deaths;Both sexes;Trachea, bronchus, lung cancers;ENVCAUSE068;21.49;11.78;32.89;21.49 [11.78 – 32.89]
2016;Vanuatu;Western Pacific;Ambient air pollution attributable deaths;Female;Total;ENVCAUSE000;21.66;17.27;26.68;21.66 [17.27 – 26.68]
2016;Lesotho;Africa;Ambient air pollution attributable deaths;Female;Lower respiratory infections;ENVCAUSE039;210.3;135.1;288.9;210.3 [135.1 – 288.9]
2016;Congo;Africa;Ambient air pollution attributable deaths;Male;Ischaemic heart disease;ENVCAUSE113;210.6;176.1;243.0;210.6 [176.1 – 243]
2016;Lesotho;Africa;Ambient air pollution attributable deaths;Both sexes;Stroke;ENVCAUSE114;215.1;165.9;280.8;215.1 [165.9 – 280.8]
2016;Papua New Guinea;Western Pacific;Ambient air pollution attributable deaths;Male;Stroke;ENVCAUSE114;216.8;158.5;284.0;216.8 [158.5 – 284]
2016;Bahrain;Eastern Mediterranean;Ambient air pollution attributable deaths;Both sexes;Total;ENVCAUSE000;218.3;195.9;242.3;218.3 [195.9 – 242.3]
2016;El Salvador;Americas;Ambient air pollution attributable deaths;Female;Trachea, bronchus, lung cancers;ENVCAUSE068;22.45;12.45;34.1;22.45 [12.45 – 34.1]
2016;Honduras;Americas;Ambient air pollution attributable deaths;Male;Trachea, bronchus, lung cancers;ENVCAUSE068;22.76;12.24;35.37;22.76 [12.24 – 35.37]
2016;Angola;Africa;Ambient air pollution attributable deaths;Male;Chronic obstructive pulmonary disease;ENVCAUSE118;221.7;121.9;342.0;221.7 [121.9 – 342]
2016;Australia;Western Pacific;Ambient air pollution attributable deaths;Male;Trachea, bronchus, lung cancers;ENVCAUSE068;221.9;90.41;420.0;221.9 [90.41 – 420]
2016;Cabo Verde;Africa;Ambient air pollution attributable deaths;Both sexes;Total;ENVCAUSE000;222.1;187.7;258.5;222.1 [187.7 – 258.5]
2016;United Arab Emirates;Eastern Mediterranean;Ambient air pollution attributable deaths;Male;Stroke;ENVCAUSE114;224.6;188.7;262.1;224.6 [188.7 – 262.1]
2016;Malta;Europe;Ambient air pollution attributable deaths;Both sexes;Lower respiratory infections;ENVCAUSE039;23.17;9.16;41.46;23.17 [9.16 – 41.46]
2016;Costa Rica;Americas;Ambient air pollution attributable deaths;Male;Trachea, bronchus, lung cancers;ENVCAUSE068;23.29;11.93;37.67;23.29 [11.93 – 37.67]
2016;Gambia;Africa;Ambient air pollution attributable deaths;Female;Chronic obstructive pulmonary disease;ENVCAUSE118;23.59;13.09;35.96;23.59 [13.09 – 35.96]
2016;Singapore;Western Pacific;Ambient air pollution attributable deaths;Both sexes;Stroke;ENVCAUSE114;234.2;153.9;379.2;234.2 [153.9 – 379.2]
2016;Malawi;Africa;Ambient air pollution attributable deaths;Both sexes;Chronic obstructive pulmonary disease;ENVCAUSE118;235.3;121.2;376.8;235.3 [121.2 – 376.8]
2016;Guatemala;Americas;Ambient air pollution attributable deaths;Female;Stroke;ENVCAUSE114;235.4;167.1;345.7;235.4 [167.1 – 345.7]
2016;Zambia;Africa;Ambient air pollution attributable deaths;Both sexes;Chronic obstructive pulmonary disease;ENVCAUSE118;236.3;125.9;371.5;236.3 [125.9 – 371.5]
2016;Comoros;Africa;Ambient air pollution attributable deaths;Both sexes;Total;ENVCAUSE000;236.3;177.4;301.6;236.3 [177.4 – 301.6]
2016;Venezuela (Bolivarian Republic of);Americas;Ambient air pollution attributable deaths;Male;Trachea, bronchus, lung cancers;ENVCAUSE068;237.2;121.8;383.0;237.2 [121.8 – 383]
2016;Denmark;Europe;Ambient air pollution attributable deaths;Both sexes;Trachea, bronchus, lung cancers;ENVCAUSE068;237.9;107.0;417.1;237.9 [107 – 417.1]
2016;Indonesia;South-East Asia;Ambient air pollution attributable deaths;Male;Ischaemic heart disease;ENVCAUSE113;24347.0;19766.0;28711.0;24,347 [19,766 – 28,711]
2016;Tajikistan;Europe;Ambient air pollution attributable deaths;Female;Trachea, bronchus, lung cancers;ENVCAUSE068;24.09;14.92;34.13;24.09 [14.92 – 34.13]
2016;Barbados;Americas;Ambient air pollution attributable deaths;Female;Ischaemic heart disease;ENVCAUSE113;24.65;17.2;32.26;24.65 [17.2 – 32.26]
2016;Togo;Africa;Ambient air pollution attributable deaths;Both sexes;Chronic obstructive pulmonary disease;ENVCAUSE118;242.9;135.5;369.6;242.9 [135.5 – 369.6]
2016;Chad;Africa;Ambient air pollution attributable deaths;Male;Chronic obstructive pulmonary disease;ENVCAUSE118;243.1;145.7;348.5;243.1 [145.7 – 348.5]
2016;Czechia;Europe;Ambient air pollution attributable deaths;Female;Chronic obstructive pulmonary disease;ENVCAUSE118;244.8;108.5;413.6;244.8 [108.5 – 413.6]
2016;Slovakia;Europe;Ambient air pollution attributable deaths;Female;Stroke;ENVCAUSE114;246.7;139.7;448.9;246.7 [139.7 – 448.9]
2016;United States of America;Americas;Ambient air pollution attributable deaths;Male;Ischaemic heart disease;ENVCAUSE113;25201.0;17447.0;33161.0;25,201 [17,447 – 33,161]
2016;Myanmar;South-East Asia;Ambient air pollution attributable deaths;Both sexes;Total;ENVCAUSE000;25483.0;22128.0;29287.0;25,483 [22,128 – 29,287]
2016;Gambia;Africa;Ambient air pollution attributable deaths;Male;Chronic obstructive pulmonary disease;ENVCAUSE118;25.04;13.9;38.17;25.04 [13.9 – 38.17]
2016;Mozambique;Africa;Ambient air pollution attributable deaths;Male;Trachea, bronchus, lung cancers;ENVCAUSE068;25.05;13.45;38.96;25.05 [13.45 – 38.96]
2016;Senegal;Africa;Ambient air pollution attributable deaths;Both sexes;Trachea, bronchus, lung cancers;ENVCAUSE068;25.13;15.3;36.03;25.13 [15.3 – 36.03]
2016;Kiribati;Western Pacific;Ambient air pollution attributable deaths;Both sexes;Total;ENVCAUSE000;25.72;20.74;32.04;25.72 [20.74 – 32.04]
